texto,rotulo_masculino,rotulo_feminino
word112 word59 word259 word26 word320 word220 word108 word300 word188 word195 word109 word339 word452 word310 word119 word417 word61 word145 word18 word425 word23 word274 word96 word107 word305 word402 word9 word80 word144 word472 word30 word90 word202 word163 word25 word271 word304 word89 word345 word29 word366 word130 word113 word99 word435 word252 word346 word102 word29 word20 word221 word164 word384 word395 word156 word217 word191 word338 word315 word326 word28 word169 word484 word171 word88 word100 word14 word391 word3 word299 word200 word48 word443 word371 word410 word469 word457 word351,negativa,negativa
word485 word256 word41 word342 word296 word197 word199 word269 word465 word380 word201 word124 word55 word98 word69 word403 word288 word19 word464 word76 word323 word7 word295 word278 word455 word301 word245 word266 word317 word208 word357 word265 word485 word97 word365 word414 word360 word491,positiva,positiva
word147 word359 word316 word278 word37 word39 word319 word235 word415 word15 word94 word395 word490 word368 word7 word26 word440 word250 word249 word481 word124 word143 word344 word453 word183 word76 word29 word4 word188 word266 word245 word120 word339 word440 word117 word337 word273 word344 word8 word337 word374 word340 word421 word374 word493 word335 word224 word418,positiva,positiva
word242 word224 word217 word374 word99 word446 word449 word90 word488 word132 word26 word200 word398 word423 word323 word406 word131 word440 word318 word67 word65 word134 word35 word142 word497 word121 word319 word489 word127 word349 word226 word143 word476 word329 word220 word407 word451 word391 word435 word162 word173 word117 word349 word402 word331 word300 word386 word91 word183 word354 word27 word456 word86 word394 word309 word424 word388 word258 word379,neutra,neutra
word138 word403 word190 word468 word392 word300 word108 word95 word474 word401 word257 word439 word392 word194 word414 word399 word240 word10 word371 word170 word183 word357 word406 word44 word412 word147 word284 word435 word110 word111 word486 word187 word474 word179 word310 word256 word492 word276 word252 word234 word188 word221 word231 word382 word23 word251 word275 word377 word334 word216 word55 word187 word128 word103 word361 word240 word397 word70 word493 word237 word127 word182 word421 word355 word87 word496 word66 word138 word365 word265 word223 word464 word397 word482 word142 word426 word107 word403 word275 word299 word58 word440 word140 word300 word84 word463 word161 word382 word383 word276 word61 word140 word306 word268 word293 word125 word270 word43 word243 word46,neutra,neutra
word39 word88 word108 word229 word348 word92 word55 word43 word401 word15 word313 word290 word51 word277 word144 word258 word69 word334 word399 word2 word267 word324 word2 word363 word272 word154 word242 word342 word322 word389 word18 word394 word18 word326 word175 word32 word345 word277 word334 word188 word140 word313 word109 word407 word342 word500 word14 word293 word279 word429 word213 word469 word120 word428 word261 word472 word109 word131 word283 word276 word75 word326 word203 word76 word256 word349 word16 word461 word306 word131 word376 word422 word479 word396 word102 word82 word105 word438 word153 word166 word446 word103 word204 word149 word151 word298 word371 word133 word19 word320 word275 word330 word226 word389 word313 word379 word366,neutra,neutra
word86 word95 word401 word231 word316 word282 word407 word110 word86 word367 word218 word408 word65 word136 word481 word422 word32 word409 word33 word61 word450 word64 word151 word68 word299 word29 word144 word164 word325 word249 word97 word233 word230 word177 word267 word164 word167 word392 word126 word165 word71 word350 word354 word340 word85 word226 word147 word382 word169 word208 word228 word381 word352 word410 word214 word410 word436 word262 word340,neutra,neutra
word204 word382 word165 word248 word44 word398 word318 word426 word432 word176 word21 word174 word73 word267 word74 word461 word302 word127 word461 word385 word219 word74,negativa,negativa
word406 word380 word353 word118 word266 word53 word188 word253 word335 word49 word407 word230 word441 word264 word274 word347 word410 word79 word256 word15 word238 word407 word433 word142 word194 word276 word198 word90 word153 word203 word260 word461 word273 word194 word331 word387 word216 word245 word109 word433 word434 word88 word174 word136 word462 word33 word104 word158 word281 word125 word269 word374 word415 word50 word70 word48 word455 word327 word266 word396 word294 word118 word256 word352 word19 word304 word249 word35 word132 word225 word172 word146 word325 word203 word249 word400 word47 word180 word37,negativa,negativa
word362 word490 word498 word294 word482 word351 word135 word468 word73 word235 word77 word393 word448 word410 word52 word136 word171 word58 word266 word18 word307 word288 word298 word457 word394 word130 word286 word402 word426 word322 word43 word218 word430 word37 word296 word271 word112 word173 word489 word298 word470 word236 word423 word310 word456 word164 word192 word21 word114 word70 word92 word155 word437 word190 word414 word408 word491 word255 word425 word210 word317 word406,neutra,neutra
word259 word98 word97 word405 word136 word198 word60 word403 word179 word353 word203 word401 word202 word448 word363 word241 word242 word311 word347 word354 word17 word133 word219 word269 word45 word100 word232 word224 word308 word35 word399 word151 word276 word474 word190 word157 word133 word327 word479 word280 word100 word474 word22 word206 word63 word17 word499 word43 word454 word273 word161 word432 word2 word346 word384 word182 word151 word5 word12 word22 word229 word266 word213 word352 word181 word396 word327 word469 word364 word64 word280 word329 word7 word23 word12 word86 word441 word121 word94 word224 word200,positiva,positiva
word322 word429 word247 word82 word129 word426 word325 word499 word450 word380 word20 word93 word188 word18 word468 word115 word192 word338 word18 word319 word51 word452 word346 word168 word351 word158 word58 word5 word110 word354 word282 word137 word344 word195 word79 word340 word229 word333 word282 word51 word25 word51 word112 word113 word460 word392 word440 word238 word162 word202 word434 word178 word317 word73 word491 word321 word484 word148 word309 word138 word234 word162 word72 word222 word266 word79 word200 word47 word323 word157 word45 word257 word418 word496 word484 word87 word105 word447 word317 word272 word401 word33 word278 word287 word468 word234 word256 word401 word136 word35 word236,positiva,positiva
word125 word462 word60 word441 word109 word60 word138 word73 word201 word166 word265 word269 word1 word63 word81 word98 word47 word158 word275 word155 word165 word235 word275 word166 word111 word205 word13 word247 word471 word199 word55 word354 word64 word97 word74 word442 word491 word285 word309 word323 word306 word273 word494 word367 word45 word196 word488 word202 word103 word435 word312 word282 word211 word63 word192,negativa,negativa
word423 word45 word215 word436 word98 word6 word368 word42 word151 word407 word446 word66 word249 word397 word196 word176 word272 word389 word21 word26 word54 word171 word140 word241 word151 word313 word161 word419 word155 word123 word431 word330 word24 word76 word25 word398 word314 word467 word165 word24 word230 word40 word73 word394 word190 word441 word257 word325 word418 word231 word160 word385 word416 word150 word412 word496 word97 word424 word44,positiva,positiva
word185 word372 word1 word47 word481 word332 word275 word8 word300 word218 word300 word21 word276 word289 word146 word28 word486 word355 word311 word384 word336 word68 word228 word445 word144 word487 word33 word166 word176 word309 word89 word115 word332 word143 word440 word436 word152 word280 word167 word173 word336 word147 word75 word130 word465 word130 word182 word315 word51 word135 word88 word463 word467 word378 word124 word309 word332 word435,negativa,negativa
word145 word142 word265 word390 word251 word148 word481 word287 word198 word5 word282 word311 word465 word116 word82 word500 word276 word14 word53 word238 word309 word122 word183 word369 word484 word246 word208 word181 word69 word27 word417 word19 word411 word124 word348 word476 word375 word365 word133 word300 word322 word213 word20 word457 word99 word487,negativa,negativa
word493 word141 word191 word149 word79 word36 word68 word424 word14 word448 word111 word303 word129 word446 word21 word358 word468 word221 word226 word75 word440 word480 word249 word347 word380 word178,positiva,positiva
word361 word500 word382 word228 word158 word437 word129 word242 word386 word462 word461 word44 word450 word58 word293 word465 word328 word474 word173 word158 word164 word178 word342 word227 word369 word209 word154 word96,negativa,negativa
word15 word414 word465 word12 word316 word40 word181 word169 word260 word459 word231 word200 word47 word444 word158 word232 word47 word145 word277 word451 word165 word281 word438 word181 word148 word23 word454 word56 word108 word70 word354 word183 word353 word304 word8 word154 word3 word33 word237 word133 word45 word205 word226 word497 word331 word197 word237 word45 word194 word291 word11 word460 word258 word394 word138 word419 word184 word465 word262 word319 word102 word498 word97 word17 word220 word418 word461 word429 word277 word459 word247 word240 word91 word394 word159 word98 word185 word302 word136 word180 word166,negativa,negativa
word434 word295 word178 word433 word482 word159 word261 word242 word351 word476 word275 word400 word298 word444 word203 word193 word212 word499 word306 word77 word21 word260 word403 word240 word281 word400 word259 word455 word319 word366 word391 word314 word26 word214 word71 word256 word72 word255 word172 word11 word63,negativa,negativa
